event_id,event_type,gid,date,n_counterparties,sum_kzt,counterparties,description
T00356,fast_transit,100000008547844100,2026-07-20,0,148300.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00357,fast_transit,100000008730846100,2026-07-20,0,59242.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00358,sync_in,100000008730846100,2026-07-20,3,59242.00000000,100000007593823100;100000008223661100;100000008632060100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00359,fast_transit,100000000437046100,2026-07-21,0,37500.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00360,fast_transit,100000001857829100,2026-07-21,0,100000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00361,fast_transit,100000002217161100,2026-07-21,0,5000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00362,fast_transit,100000002578405100,2026-07-21,0,129120.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00363,sync_out,100000002578405100,2026-07-21,6,129120.00000000,100000002913340100;100000006746688100;100000008488166100;100000008537380100;100000008738658100;100000008740793100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00364,fast_transit,100000002989353100,2026-07-21,0,300000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00365,sync_out,100000003016635100,2026-07-21,9,794856.00000000,100000001567366100;100000002173161100;100000002704875100;100000003134937100;100000004188160100;100000004330371100;100000004664905100;100000005634552100;100000006518161100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00366,fast_transit,100000003242289100,2026-07-21,0,47500.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00367,sync_out,100000003684369100,2026-07-21,7,793393.00000000,100000001924185100;100000002480800100;100000003739818100;100000006889963100;100000007129492100;100000007908818100;100000008671929100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00368,fast_transit,100000003718221100,2026-07-21,0,35000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00369,fast_transit,100000003880331100,2026-07-21,0,100000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00370,sync_out,100000003880331100,2026-07-21,5,748380.00000000,100000001363952100;100000001857829100;100000003062895100;100000008603629100;100000008733194100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00371,fast_transit,100000006534886100,2026-07-21,0,45300.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00372,sync_out,100000006707582100,2026-07-21,5,460260.00000000,100000002170580100;100000002540623100;100000002566204100;100000002618492100;100000004159526100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00373,sync_in,100000006889963100,2026-07-21,4,1280000.00000000,100000000331309100;100000000343175100;100000000437046100;100000003684369100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00374,fast_transit,100000007442518100,2026-07-21,0,329000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00375,fast_transit,100000008165763100,2026-07-21,0,37000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00376,fast_transit,100000008346837100,2026-07-21,0,6000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00377,fast_transit,100000008603629100,2026-07-21,0,91351.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00378,sync_in,100000008603629100,2026-07-21,3,149729.00000000,100000003880331100;100000004847758100;100000005910114100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00379,fast_transit,100000008724461100,2026-07-21,0,100111.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00380,sync_in,100000008730846100,2026-07-21,4,39800.00000000,100000000089154100;100000004679953100;100000005048668100;100000007593823100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00381,fast_transit,100000000437046100,2026-07-22,0,135000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00382,fast_transit,100000001697501100,2026-07-22,0,25000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00383,fast_transit,100000001857829100,2026-07-22,0,200000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00384,sync_in,100000001875239100,2026-07-22,3,712000.00000000,100000008547844100;100000008547948100;100000008710791100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00385,sync_out,100000002527114100,2026-07-22,11,411200.00000000,100000000703902100;100000000978041100;100000003187359100;100000008735384100;100000008744849100;100000008745474100;100000008745489100;100000008745643100;100000008745725100;100000008746025100;100000008746673100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00386,fast_transit,100000002578405100,2026-07-22,0,133350.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00387,sync_out,100000002578405100,2026-07-22,6,133350.00000000,100000004634420100;100000008653041100;100000008744364100;100000008744799100;100000008745863100;100000008745884100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00388,fast_transit,100000002723538100,2026-07-22,0,70647.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00389,sync_out,100000003016635100,2026-07-22,5,86008.00000000,100000000507799100;100000002861485100;100000003886323100;100000004188160100;100000006518161100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00390,sync_in,100000003684369100,2026-07-22,4,366348.00000000,100000003528285100;100000003880331100;100000004070318100;100000004358004100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00391,sync_out,100000003684369100,2026-07-22,7,994246.00000000,100000000041368100;100000000810551100;100000002864256100;100000004480280100;100000005432267100;100000007181706100;100000007311010100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00392,fast_transit,100000004221668100,2026-07-22,0,652000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00393,sync_out,100000004400305100,2026-07-22,6,141499.00000000,100000002194329100;100000002970466100;100000003068941100;100000003093299100;100000007181706100;100000008223756100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00394,fast_transit,100000004820260100,2026-07-22,0,31000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00395,fast_transit,100000005171642100,2026-07-22,0,652000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00396,fast_transit,100000005339662100,2026-07-22,0,22000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00397,fast_transit,100000006518161100,2026-07-22,0,25900.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00398,fast_transit,100000008165763100,2026-07-22,0,125000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00399,sync_in,100000008165763100,2026-07-22,3,334000.00000000,100000002306369100;100000003880331100;100000003968044100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00400,fast_transit,100000008489922100,2026-07-22,0,75000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00401,fast_transit,100000008517538100,2026-07-22,0,50000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00402,fast_transit,100000008547844100,2026-07-22,0,20700.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00403,fast_transit,100000008547948100,2026-07-22,0,6468.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00404,fast_transit,100000008603629100,2026-07-22,0,58378.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00405,sync_out,100000008603629100,2026-07-22,5,306719.00000000,100000002723538100;100000003215448100;100000007639767100;100000008721637100;100000008739887100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00406,fast_transit,100000008730846100,2026-07-22,0,39800.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00407,fast_transit,100000000331309100,2026-07-23,0,242000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00408,sync_out,100000000331309100,2026-07-23,6,1063820.00000000,100000001227106100;100000003035737100;100000004077081100;100000004450649100;100000004917367100;100000006225798100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00409,fast_transit,100000000437046100,2026-07-23,0,67000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00410,fast_transit,100000001857829100,2026-07-23,0,399000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00411,sync_out,100000002527114100,2026-07-23,6,162807.00000000,100000002158488100;100000004739664100;100000005901606100;100000008749063100;100000008749406100;100000008749618100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00412,fast_transit,100000002578405100,2026-07-23,0,85100.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00413,sync_out,100000002578405100,2026-07-23,5,85100.00000000,100000002346166100;100000005847078100;100000008749405100;100000008749900100;100000008750464100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00414,fast_transit,100000002723538100,2026-07-23,0,20000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00415,sync_out,100000003016635100,2026-07-23,5,433631.00000000,100000002991079100;100000003042994100;100000004394765100;100000007281639100;100000008173359100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00416,sync_in,100000003684369100,2026-07-23,6,751000.00000000,100000003528285100;100000003880331100;100000004077081100;100000004140487100;100000008304139100;100000008748914100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00417,sync_out,100000003684369100,2026-07-23,5,459121.00000000,100000002988894100;100000003037660100;100000004315838100;100000008628231100;100000008664469100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00418,fast_transit,100000003854444100,2026-07-23,0,60000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00419,fast_transit,100000004077081100,2026-07-23,0,140000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00420,sync_out,100000004140487100,2026-07-23,6,129800.00000000,100000000332284100;100000003684369100;100000004400305100;100000006918814100;100000008165763100;100000008603629100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00421,fast_transit,100000004160650100,2026-07-23,0,7100.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00422,fast_transit,100000004400305100,2026-07-23,0,135000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00423,sync_out,100000004400305100,2026-07-23,8,360368.00000000,100000000656682100;100000001066017100;100000003221510100;100000004325327100;100000004779204100;100000005048668100;100000008686313100;100000008748795100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00424,fast_transit,100000004820260100,2026-07-23,0,400.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00425,fast_transit,100000005339662100,2026-07-23,0,5000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00426,fast_transit,100000008165763100,2026-07-23,0,243235.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00427,sync_in,100000008165763100,2026-07-23,4,486000.00000000,100000004077081100;100000004140487100;100000004358004100;100000008748914100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00428,fast_transit,100000008304139100,2026-07-23,0,93570.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00429,fast_transit,100000008603629100,2026-07-23,0,385900.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00430,sync_in,100000008603629100,2026-07-23,4,385900.00000000,100000002306369100;100000003880331100;100000004140487100;100000008304139100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00431,fast_transit,100000008731444100,2026-07-23,0,50000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00432,sync_out,100000008748914100,2026-07-23,6,1395147.00000000,100000000331309100;100000002570206100;100000003684369100;100000004400305100;100000006977207100;100000008165763100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00433,fast_transit,100000002217161100,2026-07-24,0,25000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00434,fast_transit,100000002267998100,2026-07-24,0,50000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00435,fast_transit,100000002578405100,2026-07-24,0,92944.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00436,sync_out,100000002578405100,2026-07-24,8,173450.00000000,100000002116705100;100000006710485100;100000008753061100;100000008753897100;100000008754747100;100000008754997100;100000008755168100;100000008755580100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00437,sync_in,100000003684369100,2026-07-24,4,720000.00000000,100000004077081100;100000004358004100;100000008304139100;100000008748914100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00438,sync_out,100000003684369100,2026-07-24,8,1820255.00000000,100000001194266100;100000001527186100;100000001554432100;100000002621949100;100000002957306100;100000003131693100;100000003205210100;100000005074393100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00439,sync_out,100000004400305100,2026-07-24,6,491274.00000000,100000001126374100;100000002645609100;100000003528285100;100000004291560100;100000004713684100;100000008686313100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00440,fast_transit,100000005612411100,2026-07-24,0,25000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00441,fast_transit,100000005704413100,2026-07-24,0,30000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00442,sync_out,100000008460102100,2026-07-24,8,88050.00000000,100000001299443100;100000001991973100;100000002474570100;100000002878483100;100000004268036100;100000004780327100;100000007998965100;100000008554390100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00443,fast_transit,100000008603629100,2026-07-24,0,85900.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00444,sync_in,100000003684369100,2026-07-25,4,262500.00000000,100000004351795100;100000004358004100;100000008304139100;100000008748914100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00445,fast_transit,100000005339662100,2026-07-25,0,750.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00446,fast_transit,100000005612411100,2026-07-25,0,65000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00447,fast_transit,100000005704413100,2026-07-25,0,11000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00448,fast_transit,100000008165763100,2026-07-25,0,30000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00449,fast_transit,100000008213966100,2026-07-25,0,100000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00450,sync_out,100000008489922100,2026-07-25,5,703000.00000000,100000003037476100;100000003171006100;100000007034089100;100000008758106100;100000008758168100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00451,fast_transit,100000008517538100,2026-07-25,0,35000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00452,fast_transit,100000008561016100,2026-07-25,0,55000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00453,fast_transit,100000008603629100,2026-07-25,0,89500.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00454,sync_in,100000008603629100,2026-07-25,3,89500.00000000,100000001857829100;100000005048668100;100000008686313100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00455,sync_out,100000008603629100,2026-07-25,5,363050.00000000,100000000011452100;100000000534581100;100000003073635100;100000003152964100;100000005830339100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00456,fast_transit,100000008710791100,2026-07-25,0,115000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00457,fast_transit,100000008731444100,2026-07-25,0,31000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00458,fast_transit,100000008748914100,2026-07-25,0,50000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00459,fast_transit,100000000437046100,2026-07-26,0,30000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00460,fast_transit,100000001102676100,2026-07-26,0,50000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00461,fast_transit,100000001162560100,2026-07-26,0,172000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00462,sync_in,100000002443664100,2026-07-26,3,556880.00000000,100000001162560100;100000008742053100;100000008743913100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00463,fast_transit,100000003299365100,2026-07-26,0,200000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00464,fast_transit,100000003635170100,2026-07-26,0,5000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00465,sync_in,100000003684369100,2026-07-26,3,266465.00000000,100000001102676100;100000003299365100;100000004070318100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00466,sync_out,100000003684369100,2026-07-26,6,870591.00000000,100000000998559100;100000002188829100;100000003299365100;100000003877908100;100000007274584100;100000008747113100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00467,sync_out,100000003854444100,2026-07-26,5,517735.00000000,100000001688676100;100000002906470100;100000003497735100;100000004451012100;100000005661829100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00468,fast_transit,100000005357705100,2026-07-26,0,52595.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00469,fast_transit,100000005612411100,2026-07-26,0,25500.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00470,fast_transit,100000006518161100,2026-07-26,0,11000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00471,fast_transit,100000008477350100,2026-07-26,0,60800.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00472,fast_transit,100000008561016100,2026-07-26,0,125000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00473,fast_transit,100000008748408100,2026-07-26,0,90000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00474,fast_transit,100000000437046100,2026-07-27,0,35168.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00475,fast_transit,100000002217161100,2026-07-27,0,10000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00476,fast_transit,100000003509750100,2026-07-27,0,20000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00477,fast_transit,100000004156082100,2026-07-27,0,5000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00478,sync_out,100000004156082100,2026-07-27,5,179476.00000000,100000000790311100;100000001987030100;100000004394765100;100000005326681100;100000007281639100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00479,fast_transit,100000004160650100,2026-07-27,0,28000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00480,sync_out,100000004160650100,2026-07-27,5,145565.00000000,100000002731501100;100000003338583100;100000003616818100;100000004007116100;100000004144536100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00481,fast_transit,100000004221668100,2026-07-27,0,5600.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00482,fast_transit,100000004398811100,2026-07-27,0,411000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00483,fast_transit,100000004400305100,2026-07-27,0,9000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00484,sync_out,100000004400305100,2026-07-27,6,251228.00000000,100000001934935100;100000005610717100;100000007392365100;100000008304139100;100000008432942100;100000008669310100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00485,fast_transit,100000006518161100,2026-07-27,0,7000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00486,sync_in,100000008546855100,2026-07-27,5,46290.00000000,100000004847758100;100000005661829100;100000007689942100;100000008582730100;100000008686313100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00487,fast_transit,100000008603629100,2026-07-27,0,200000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00488,sync_out,100000008603629100,2026-07-27,5,266675.00000000,100000003528285100;100000004336228100;100000005830339100;100000006641671100;100000008732488100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00489,burst,100000008746449100,2026-07-27,7,423000.00000000,,Всплеск относительно среднего по активным дням.
T00490,sync_out,100000008746449100,2026-07-27,7,423000.00000000,100000002659265100;100000003072205100;100000008336318100;100000008468762100;100000008762005100;100000008762843100;100000008762885100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00491,fast_transit,100000008748408100,2026-07-27,0,153590.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00492,fast_transit,100000008748914100,2026-07-27,0,30000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00493,sync_out,100000001697501100,2026-07-28,5,98900.00000000,100000001166289100;100000001418900100;100000004825069100;100000008656043100;100000008737958100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00494,fast_transit,100000002578405100,2026-07-28,0,140550.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00495,sync_out,100000002578405100,2026-07-28,5,140550.00000000,100000007303047100;100000008493007100;100000008753061100;100000008767950100;100000008769097100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00496,sync_in,100000002718366100,2026-07-28,3,1259000.00000000,100000008517538100;100000008547948100;100000008710791100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00497,fast_transit,100000003509750100,2026-07-28,0,31000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00498,fast_transit,100000004156082100,2026-07-28,0,6000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00499,fast_transit,100000004160650100,2026-07-28,0,20000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00500,fast_transit,100000004351795100,2026-07-28,0,22418.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00501,sync_in,100000007229557100,2026-07-28,3,878000.00000000,100000008710791100;100000008710843100;100000008743913100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00502,sync_out,100000008460102100,2026-07-28,5,44550.00000000,100000002645046100;100000004449824100;100000008104567100;100000008631800100;100000008648783100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00503,sync_out,100000008489922100,2026-07-28,6,408500.00000000,100000001299323100;100000003286537100;100000004997515100;100000005783452100;100000008758607100;100000008766764100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00504,fast_transit,100000008512827100,2026-07-28,0,54510.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00505,fast_transit,100000008603629100,2026-07-28,0,80000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00506,fast_transit,100000008710791100,2026-07-28,0,54510.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00507,fast_transit,100000008731444100,2026-07-28,0,82000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00508,fast_transit,100000008743913100,2026-07-28,0,140300.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00509,fast_transit,100000008748408100,2026-07-28,0,116410.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00510,sync_out,100000008748408100,2026-07-28,6,522540.00000000,100000000861294100;100000001848426100;100000002692750100;100000004698193100;100000008008463100;100000008765627100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00511,fast_transit,100000008748914100,2026-07-28,0,15000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00512,fast_transit,100000000661912100,2026-07-29,0,5000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00513,sync_in,100000001282143100,2026-07-29,4,1100000.00000000,100000008512827100;100000008710791100;100000008710843100;100000008742053100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00514,fast_transit,100000001637376100,2026-07-29,0,116000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00515,fast_transit,100000001697501100,2026-07-29,0,73700.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00516,sync_in,100000002369874100,2026-07-29,4,600000.00000000,100000008512827100;100000008517538100;100000008547948100;100000008710791100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00517,fast_transit,100000002578405100,2026-07-29,0,100959.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00518,fast_transit,100000003509750100,2026-07-29,0,7400.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00519,fast_transit,100000004156082100,2026-07-29,0,273866.11000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00520,sync_out,100000004156082100,2026-07-29,6,606256.00000000,100000002956898100;100000003159641100;100000004816564100;100000005339662100;100000005481280100;100000008289539100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00521,sync_out,100000004400305100,2026-07-29,5,562452.00000000,100000003213473100;100000003528285100;100000004325327100;100000006734214100;100000007138613100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00522,fast_transit,100000004527381100,2026-07-29,0,119333.17000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00523,fast_transit,100000004820260100,2026-07-29,0,73800.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00524,fast_transit,100000005339662100,2026-07-29,0,44000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00525,fast_transit,100000008304139100,2026-07-29,0,28000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00526,sync_out,100000008710791100,2026-07-29,5,1268400.00000000,100000001282143100;100000002369874100;100000002945626100;100000002954780100;100000003147719100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00527,fast_transit,100000008731444100,2026-07-29,0,68967.80000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00528,sync_out,100000008748408100,2026-07-29,5,337790.00000000,100000001648936100;100000002488629100;100000002870463100;100000004221668100;100000008713270100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00529,fast_transit,100000008752616100,2026-07-29,0,54510.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00530,fast_transit,100000000437046100,2026-07-30,0,170414.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00531,fast_transit,100000000791285100,2026-07-30,0,620000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00532,sync_in,100000001303311100,2026-07-30,4,1189000.00000000,100000008710791100;100000008742053100;100000008758168100;100000008759857100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00533,fast_transit,100000002217161100,2026-07-30,0,34000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00534,sync_out,100000002527114100,2026-07-30,5,118765.00000000,100000004388209100;100000008776298100;100000008776576100;100000008777088100;100000008779584100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00535,sync_out,100000002578405100,2026-07-30,6,145100.00000000,100000002214664100;100000008463968100;100000008754608100;100000008776310100;100000008776420100;100000008776720100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00536,fast_transit,100000003265158100,2026-07-30,0,46700.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00537,fast_transit,100000003528285100,2026-07-30,0,81000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00538,fast_transit,100000003635170100,2026-07-30,0,60000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
