cycle_id,length,cycle_type,path,min_edge_kzt,total_kzt,has_seed,time_consistent
C00872,6,cycle,100000000437046100→100000008686313100→100000008477350100→100000007639767100→100000006866783100→100000004390333100→100000000437046100,10000.00000000,1302839.00000000,True,False
C00873,6,cycle,100000000437046100→100000008686313100→100000008477350100→100000007639767100→100000006866783100→100000008304139100→100000000437046100,10000.00000000,1210655.00000000,True,False
C00874,6,cycle,100000000437046100→100000008686313100→100000008477350100→100000007639767100→100000008603629100→100000004351795100→100000000437046100,16305.00000000,1809756.00000000,False,False
C00875,6,cycle,100000000437046100→100000008686313100→100000008477350100→100000008086440100→100000008603629100→100000004351795100→100000000437046100,22418.00000000,1958834.00000000,False,False
C00876,6,cycle,100000000437046100→100000008686313100→100000008477350100→100000008086440100→100000008603629100→100000007639767100→100000000437046100,23722.00000000,1468138.00000000,False,False
C00877,6,cycle,100000000437046100→100000008686313100→100000008603629100→100000001609499100→100000006866783100→100000004351795100→100000000437046100,11000.00000000,1835543.00000000,True,False
C00878,6,cycle,100000000437046100→100000008686313100→100000008603629100→100000001609499100→100000006866783100→100000004390333100→100000000437046100,11000.00000000,1372890.00000000,True,False
C00879,6,cycle,100000000437046100→100000008686313100→100000008603629100→100000001609499100→100000006866783100→100000007639767100→100000000437046100,11000.00000000,1300157.00000000,True,False
C00880,6,cycle,100000000437046100→100000008686313100→100000008603629100→100000001609499100→100000006866783100→100000008304139100→100000000437046100,11000.00000000,1280706.00000000,True,False
C00881,6,cycle,100000000437046100→100000008686313100→100000008603629100→100000001660397100→100000006866783100→100000004351795100→100000000437046100,24000.00000000,1822187.00000000,True,False
C00882,6,cycle,100000000437046100→100000008686313100→100000008603629100→100000001660397100→100000006866783100→100000004390333100→100000000437046100,24000.00000000,1359534.00000000,True,False
C00883,6,cycle,100000000437046100→100000008686313100→100000008603629100→100000001660397100→100000006866783100→100000007639767100→100000000437046100,23018.00000000,1286801.00000000,True,False
C00884,6,cycle,100000000437046100→100000008686313100→100000008603629100→100000001660397100→100000006866783100→100000008304139100→100000000437046100,23567.00000000,1267350.00000000,True,False
C00885,6,cycle,100000000437046100→100000008686313100→100000008603629100→100000001660397100→100000008413748100→100000008304139100→100000000437046100,13000.00000000,1258874.75000000,False,False
C00886,6,cycle,100000000437046100→100000008686313100→100000008603629100→100000001660397100→100000008477350100→100000007639767100→100000000437046100,12000.00000000,1268088.00000000,False,False
C00887,6,cycle,100000000437046100→100000008686313100→100000008603629100→100000001660397100→100000008477350100→100000008086440100→100000000437046100,12000.00000000,1443016.00000000,False,False
C00888,6,cycle,100000000437046100→100000008686313100→100000008603629100→100000002723538100→100000003242289100→100000008304139100→100000000437046100,30000.00000000,1387700.00000000,False,False
C00889,6,cycle,100000000437046100→100000008686313100→100000008603629100→100000004351795100→100000003242289100→100000008304139100→100000000437046100,22418.00000000,1355471.00000000,False,True
C00890,6,cycle,100000000437046100→100000008686313100→100000008603629100→100000007639767100→100000004400305100→100000004390333100→100000000437046100,10000.00000000,1313012.00000000,False,False
C00891,6,cycle,100000000437046100→100000008686313100→100000008603629100→100000007639767100→100000004400305100→100000008304139100→100000000437046100,10000.00000000,1270306.00000000,False,False
C00892,6,cycle,100000000437046100→100000008686313100→100000008603629100→100000007639767100→100000006866783100→100000004351795100→100000000437046100,10000.00000000,1802609.00000000,True,False
C00893,6,cycle,100000000437046100→100000008686313100→100000008603629100→100000007639767100→100000006866783100→100000004390333100→100000000437046100,10000.00000000,1339956.00000000,True,False
C00894,6,cycle,100000000437046100→100000008686313100→100000008603629100→100000007639767100→100000006866783100→100000008304139100→100000000437046100,10000.00000000,1247772.00000000,True,False
C00895,6,cycle,100000001049200100→100000004156082100→100000005287097100→100000004150593100→100000008595687100→100000003016635100→100000001049200100,6014.00000000,175259.00000000,True,False
C00896,6,cycle,100000001609499100→100000006866783100→100000001660397100→100000008413748100→100000004070318100→100000004400305100→100000001609499100,11000.00000000,206141.55000000,True,False
C00897,6,cycle,100000001609499100→100000006866783100→100000001660397100→100000008413748100→100000004070318100→100000008603629100→100000001609499100,11000.00000000,151603.55000000,True,False
C00898,6,cycle,100000001609499100→100000006866783100→100000001660397100→100000008413748100→100000008304139100→100000008603629100→100000001609499100,11000.00000000,284047.75000000,True,False
C00899,6,cycle,100000001609499100→100000006866783100→100000001660397100→100000008477350100→100000003968044100→100000008603629100→100000001609499100,11000.00000000,233956.00000000,True,False
C00900,6,cycle,100000001609499100→100000006866783100→100000001660397100→100000008477350100→100000005910114100→100000008603629100→100000001609499100,11000.00000000,471547.00000000,True,False
C00901,6,cycle,100000001609499100→100000006866783100→100000001660397100→100000008477350100→100000007639767100→100000004400305100→100000001609499100,10000.00000000,182125.00000000,True,True
C00902,6,cycle,100000001609499100→100000006866783100→100000001660397100→100000008477350100→100000007639767100→100000008603629100→100000001609499100,11000.00000000,212511.00000000,True,True
C00903,6,cycle,100000001609499100→100000006866783100→100000001660397100→100000008477350100→100000008086440100→100000008603629100→100000001609499100,11000.00000000,361589.00000000,True,False
C00904,6,cycle,100000001609499100→100000006866783100→100000002306369100→100000008111003100→100000003796063100→100000004400305100→100000001609499100,9000.00000000,292686.00000000,True,False
C00905,6,cycle,100000001609499100→100000006866783100→100000002306369100→100000008477350100→100000003968044100→100000008603629100→100000001609499100,11000.00000000,310822.00000000,True,False
C00906,6,cycle,100000001609499100→100000006866783100→100000002306369100→100000008477350100→100000005910114100→100000008603629100→100000001609499100,11000.00000000,548413.00000000,True,False
C00907,6,cycle,100000001609499100→100000006866783100→100000002306369100→100000008477350100→100000007639767100→100000004400305100→100000001609499100,10000.00000000,258991.00000000,True,False
C00908,6,cycle,100000001609499100→100000006866783100→100000002306369100→100000008477350100→100000007639767100→100000008603629100→100000001609499100,11000.00000000,289377.00000000,True,False
C00909,6,cycle,100000001609499100→100000006866783100→100000002306369100→100000008477350100→100000008086440100→100000008603629100→100000001609499100,11000.00000000,438455.00000000,True,False
C00910,6,cycle,100000001609499100→100000006866783100→100000002306369100→100000008603629100→100000007639767100→100000004400305100→100000001609499100,10000.00000000,252308.00000000,True,False
C00911,6,cycle,100000001609499100→100000006866783100→100000004070318100→100000002957787100→100000008632060100→100000004400305100→100000001609499100,6000.00000000,242845.00000000,True,False
C00912,6,cycle,100000001609499100→100000006866783100→100000004070318100→100000002957787100→100000008632060100→100000008603629100→100000001609499100,6000.00000000,194981.00000000,True,False
C00913,6,cycle,100000001609499100→100000006866783100→100000004070318100→100000004400305100→100000002723538100→100000008603629100→100000001609499100,11000.00000000,251181.00000000,True,False
C00914,6,cycle,100000001609499100→100000006866783100→100000004070318100→100000004400305100→100000004390333100→100000008603629100→100000001609499100,11000.00000000,229988.00000000,True,False
C00915,6,cycle,100000001609499100→100000006866783100→100000004070318100→100000004400305100→100000004847758100→100000008603629100→100000001609499100,11000.00000000,240248.00000000,True,False
C00916,6,cycle,100000001609499100→100000006866783100→100000004070318100→100000004400305100→100000005048668100→100000008603629100→100000001609499100,10168.00000000,226349.00000000,True,False
C00917,6,cycle,100000001609499100→100000006866783100→100000004070318100→100000004400305100→100000005910114100→100000008603629100→100000001609499100,11000.00000000,476973.00000000,True,False
C00918,6,cycle,100000001609499100→100000006866783100→100000004070318100→100000004400305100→100000008304139100→100000008603629100→100000001609499100,11000.00000000,356282.00000000,True,False
C00919,6,cycle,100000001609499100→100000006866783100→100000004070318100→100000004400305100→100000008686313100→100000008603629100→100000001609499100,11000.00000000,289098.00000000,True,False
C00920,6,cycle,100000001609499100→100000006866783100→100000004070318100→100000008346837100→100000004351795100→100000008603629100→100000001609499100,11000.00000000,297951.00000000,True,False
C00921,6,cycle,100000001609499100→100000006866783100→100000004070318100→100000008346837100→100000005048668100→100000008603629100→100000001609499100,6500.00000000,262940.00000000,True,False
C00922,6,cycle,100000001609499100→100000006866783100→100000004070318100→100000008346837100→100000005910114100→100000008603629100→100000001609499100,11000.00000000,516073.00000000,True,False
C00923,6,cycle,100000001609499100→100000006866783100→100000004070318100→100000008477350100→100000003968044100→100000008603629100→100000001609499100,11000.00000000,292381.00000000,True,False
C00924,6,cycle,100000001609499100→100000006866783100→100000004070318100→100000008477350100→100000005910114100→100000008603629100→100000001609499100,11000.00000000,529972.00000000,True,False
C00925,6,cycle,100000001609499100→100000006866783100→100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000001609499100,10000.00000000,240550.00000000,True,False
C00926,6,cycle,100000001609499100→100000006866783100→100000004070318100→100000008477350100→100000007639767100→100000008603629100→100000001609499100,11000.00000000,270936.00000000,True,False
C00927,6,cycle,100000001609499100→100000006866783100→100000004070318100→100000008477350100→100000008086440100→100000008603629100→100000001609499100,11000.00000000,420014.00000000,True,False
C00928,6,cycle,100000001609499100→100000006866783100→100000004070318100→100000008603629100→100000007639767100→100000004400305100→100000001609499100,10000.00000000,246093.00000000,True,False
C00929,6,cycle,100000001609499100→100000006866783100→100000004351795100→100000003242289100→100000004140487100→100000004400305100→100000001609499100,11000.00000000,294434.00000000,True,False
C00930,6,cycle,100000001609499100→100000006866783100→100000004351795100→100000003242289100→100000004140487100→100000008603629100→100000001609499100,11000.00000000,226570.00000000,True,False
C00931,6,cycle,100000001609499100→100000006866783100→100000004351795100→100000003242289100→100000008304139100→100000008603629100→100000001609499100,11000.00000000,434630.00000000,True,False
C00932,6,cycle,100000001609499100→100000006866783100→100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000001609499100,10000.00000000,301646.00000000,True,False
C00933,6,cycle,100000001609499100→100000006866783100→100000004390333100→100000008477350100→100000003968044100→100000008603629100→100000001609499100,11000.00000000,288407.00000000,True,False
C00934,6,cycle,100000001609499100→100000006866783100→100000004390333100→100000008477350100→100000005910114100→100000008603629100→100000001609499100,11000.00000000,525998.00000000,True,False
C00935,6,cycle,100000001609499100→100000006866783100→100000004390333100→100000008477350100→100000007639767100→100000004400305100→100000001609499100,10000.00000000,236576.00000000,True,False
C00936,6,cycle,100000001609499100→100000006866783100→100000004390333100→100000008477350100→100000007639767100→100000008603629100→100000001609499100,11000.00000000,266962.00000000,True,False
C00937,6,cycle,100000001609499100→100000006866783100→100000004390333100→100000008477350100→100000008086440100→100000008603629100→100000001609499100,11000.00000000,416040.00000000,True,False
C00938,6,cycle,100000001609499100→100000006866783100→100000004390333100→100000008603629100→100000007639767100→100000004400305100→100000001609499100,10000.00000000,263993.00000000,True,False
C00939,6,cycle,100000001609499100→100000006866783100→100000004679953100→100000005782781100→100000004847758100→100000008603629100→100000001609499100,11000.00000000,188376.00000000,True,True
C00940,6,cycle,100000001609499100→100000006866783100→100000004847758100→100000008603629100→100000007639767100→100000004400305100→100000001609499100,10000.00000000,219017.00000000,True,False
C00941,6,cycle,100000001609499100→100000006866783100→100000007639767100→100000004400305100→100000002723538100→100000008603629100→100000001609499100,10000.00000000,199674.00000000,True,False
C00942,6,cycle,100000001609499100→100000006866783100→100000007639767100→100000004400305100→100000004070318100→100000008603629100→100000001609499100,10000.00000000,145800.00000000,True,False
C00943,6,cycle,100000001609499100→100000006866783100→100000007639767100→100000004400305100→100000004390333100→100000008603629100→100000001609499100,10000.00000000,178481.00000000,True,False
C00944,6,cycle,100000001609499100→100000006866783100→100000007639767100→100000004400305100→100000004847758100→100000008603629100→100000001609499100,10000.00000000,188741.00000000,True,False
C00945,6,cycle,100000001609499100→100000006866783100→100000007639767100→100000004400305100→100000005048668100→100000008603629100→100000001609499100,10000.00000000,174842.00000000,True,False
C00946,6,cycle,100000001609499100→100000006866783100→100000007639767100→100000004400305100→100000005910114100→100000008603629100→100000001609499100,10000.00000000,425466.00000000,True,False
C00947,6,cycle,100000001609499100→100000006866783100→100000007639767100→100000004400305100→100000008304139100→100000008603629100→100000001609499100,10000.00000000,304775.00000000,True,False
C00948,6,cycle,100000001609499100→100000006866783100→100000007639767100→100000004400305100→100000008686313100→100000008603629100→100000001609499100,10000.00000000,237591.00000000,True,False
C00949,6,cycle,100000001609499100→100000006866783100→100000008304139100→100000001857829100→100000003880331100→100000008603629100→100000001609499100,11000.00000000,840223.00000000,True,False
C00950,6,cycle,100000001609499100→100000006866783100→100000008304139100→100000005782781100→100000004847758100→100000008603629100→100000001609499100,11000.00000000,193940.00000000,True,False
C00951,6,cycle,100000001609499100→100000006866783100→100000008304139100→100000008477350100→100000003968044100→100000008603629100→100000001609499100,11000.00000000,286223.00000000,True,False
C00952,6,cycle,100000001609499100→100000006866783100→100000008304139100→100000008477350100→100000005910114100→100000008603629100→100000001609499100,11000.00000000,523814.00000000,True,False
C00953,6,cycle,100000001609499100→100000006866783100→100000008304139100→100000008477350100→100000007639767100→100000004400305100→100000001609499100,10000.00000000,234392.00000000,True,False
C00954,6,cycle,100000001609499100→100000006866783100→100000008304139100→100000008477350100→100000007639767100→100000008603629100→100000001609499100,11000.00000000,264778.00000000,True,False
C00955,6,cycle,100000001609499100→100000006866783100→100000008304139100→100000008477350100→100000008086440100→100000008603629100→100000001609499100,11000.00000000,413856.00000000,True,False
C00956,6,cycle,100000001609499100→100000006866783100→100000008304139100→100000008603629100→100000007639767100→100000004400305100→100000001609499100,10000.00000000,340809.00000000,True,False
C00957,6,cycle,100000001609499100→100000006866783100→100000008443341100→100000008477350100→100000003968044100→100000008603629100→100000001609499100,11000.00000000,244156.00000000,True,False
C00958,6,cycle,100000001609499100→100000006866783100→100000008443341100→100000008477350100→100000005910114100→100000008603629100→100000001609499100,11000.00000000,481747.00000000,True,False
C00959,6,cycle,100000001609499100→100000006866783100→100000008443341100→100000008477350100→100000007639767100→100000004400305100→100000001609499100,10000.00000000,192325.00000000,True,True
C00960,6,cycle,100000001609499100→100000006866783100→100000008443341100→100000008477350100→100000007639767100→100000008603629100→100000001609499100,11000.00000000,222711.00000000,True,True
C00961,6,cycle,100000001609499100→100000006866783100→100000008443341100→100000008477350100→100000008086440100→100000008603629100→100000001609499100,11000.00000000,371789.00000000,True,False
C00962,6,cycle,100000001609499100→100000006866783100→100000008686313100→100000008477350100→100000003968044100→100000008603629100→100000001609499100,11000.00000000,453637.00000000,True,False
C00963,6,cycle,100000001609499100→100000006866783100→100000008686313100→100000008477350100→100000005910114100→100000008603629100→100000001609499100,11000.00000000,691228.00000000,True,False
C00964,6,cycle,100000001609499100→100000006866783100→100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000001609499100,10000.00000000,401806.00000000,True,False
C00965,6,cycle,100000001609499100→100000006866783100→100000008686313100→100000008477350100→100000007639767100→100000008603629100→100000001609499100,11000.00000000,432192.00000000,True,False
C00966,6,cycle,100000001609499100→100000006866783100→100000008686313100→100000008477350100→100000008086440100→100000008603629100→100000001609499100,11000.00000000,581270.00000000,True,False
C00967,6,cycle,100000001609499100→100000006866783100→100000008686313100→100000008603629100→100000007639767100→100000004400305100→100000001609499100,10000.00000000,438923.00000000,True,False
C00968,6,cycle,100000001660397100→100000006866783100→100000002306369100→100000008477350100→100000003968044100→100000008603629100→100000001660397100,24000.00000000,297466.00000000,True,False
C00969,6,cycle,100000001660397100→100000006866783100→100000002306369100→100000008477350100→100000005910114100→100000008603629100→100000001660397100,24000.00000000,535057.00000000,True,False
C00970,6,cycle,100000001660397100→100000006866783100→100000002306369100→100000008477350100→100000007639767100→100000008603629100→100000001660397100,16305.00000000,276021.00000000,True,False
C00971,6,cycle,100000001660397100→100000006866783100→100000002306369100→100000008477350100→100000008086440100→100000008603629100→100000001660397100,24000.00000000,425099.00000000,True,False
C00972,6,cycle,100000001660397100→100000006866783100→100000004070318100→100000002957787100→100000008632060100→100000008603629100→100000001660397100,6000.00000000,181625.00000000,True,False
C00973,6,cycle,100000001660397100→100000006866783100→100000004070318100→100000004400305100→100000002723538100→100000008603629100→100000001660397100,15000.00000000,237825.00000000,True,True
C00974,6,cycle,100000001660397100→100000006866783100→100000004070318100→100000004400305100→100000004390333100→100000008603629100→100000001660397100,18807.00000000,216632.00000000,True,True
C00975,6,cycle,100000001660397100→100000006866783100→100000004070318100→100000004400305100→100000004847758100→100000008603629100→100000001660397100,19800.00000000,226892.00000000,True,False
C00976,6,cycle,100000001660397100→100000006866783100→100000004070318100→100000004400305100→100000005048668100→100000008603629100→100000001660397100,10168.00000000,212993.00000000,True,True
C00977,6,cycle,100000001660397100→100000006866783100→100000004070318100→100000004400305100→100000005910114100→100000008603629100→100000001660397100,19800.00000000,463617.00000000,True,False
C00978,6,cycle,100000001660397100→100000006866783100→100000004070318100→100000004400305100→100000008304139100→100000008603629100→100000001660397100,19800.00000000,342926.00000000,True,True
C00979,6,cycle,100000001660397100→100000006866783100→100000004070318100→100000004400305100→100000008686313100→100000008603629100→100000001660397100,19800.00000000,275742.00000000,True,True
C00980,6,cycle,100000001660397100→100000006866783100→100000004070318100→100000008346837100→100000004351795100→100000008603629100→100000001660397100,24000.00000000,284595.00000000,True,False
C00981,6,cycle,100000001660397100→100000006866783100→100000004070318100→100000008346837100→100000005048668100→100000008603629100→100000001660397100,6500.00000000,249584.00000000,True,True
C00982,6,cycle,100000001660397100→100000006866783100→100000004070318100→100000008346837100→100000005910114100→100000008603629100→100000001660397100,24000.00000000,502717.00000000,True,True
C00983,6,cycle,100000001660397100→100000006866783100→100000004070318100→100000008477350100→100000003968044100→100000008603629100→100000001660397100,24000.00000000,279025.00000000,True,True
C00984,6,cycle,100000001660397100→100000006866783100→100000004070318100→100000008477350100→100000005910114100→100000008603629100→100000001660397100,24000.00000000,516616.00000000,True,False
C00985,6,cycle,100000001660397100→100000006866783100→100000004070318100→100000008477350100→100000007639767100→100000008603629100→100000001660397100,16305.00000000,257580.00000000,True,True
C00986,6,cycle,100000001660397100→100000006866783100→100000004070318100→100000008477350100→100000008086440100→100000008603629100→100000001660397100,24000.00000000,406658.00000000,True,True
C00987,6,cycle,100000001660397100→100000006866783100→100000004351795100→100000003242289100→100000004140487100→100000008603629100→100000001660397100,20000.00000000,213214.00000000,True,False
C00988,6,cycle,100000001660397100→100000006866783100→100000004351795100→100000003242289100→100000008304139100→100000008603629100→100000001660397100,24000.00000000,421274.00000000,True,False
C00989,6,cycle,100000001660397100→100000006866783100→100000004390333100→100000008477350100→100000003968044100→100000008603629100→100000001660397100,24000.00000000,275051.00000000,True,False
C00990,6,cycle,100000001660397100→100000006866783100→100000004390333100→100000008477350100→100000005910114100→100000008603629100→100000001660397100,24000.00000000,512642.00000000,True,False
C00991,6,cycle,100000001660397100→100000006866783100→100000004390333100→100000008477350100→100000007639767100→100000008603629100→100000001660397100,16305.00000000,253606.00000000,True,False
C00992,6,cycle,100000001660397100→100000006866783100→100000004390333100→100000008477350100→100000008086440100→100000008603629100→100000001660397100,24000.00000000,402684.00000000,True,False
C00993,6,cycle,100000001660397100→100000006866783100→100000004679953100→100000005782781100→100000004847758100→100000008603629100→100000001660397100,16000.00000000,175020.00000000,True,True
C00994,6,cycle,100000001660397100→100000006866783100→100000007639767100→100000004400305100→100000002723538100→100000008603629100→100000001660397100,10000.00000000,186318.00000000,True,False
C00995,6,cycle,100000001660397100→100000006866783100→100000007639767100→100000004400305100→100000004070318100→100000008603629100→100000001660397100,10000.00000000,132444.00000000,True,False
C00996,6,cycle,100000001660397100→100000006866783100→100000007639767100→100000004400305100→100000004390333100→100000008603629100→100000001660397100,10000.00000000,165125.00000000,True,False
C00997,6,cycle,100000001660397100→100000006866783100→100000007639767100→100000004400305100→100000004847758100→100000008603629100→100000001660397100,10000.00000000,175385.00000000,True,False
C00998,6,cycle,100000001660397100→100000006866783100→100000007639767100→100000004400305100→100000005048668100→100000008603629100→100000001660397100,10000.00000000,161486.00000000,True,False
C00999,6,cycle,100000001660397100→100000006866783100→100000007639767100→100000004400305100→100000005910114100→100000008603629100→100000001660397100,10000.00000000,412110.00000000,True,False
C01000,6,cycle,100000001660397100→100000006866783100→100000007639767100→100000004400305100→100000008304139100→100000008603629100→100000001660397100,10000.00000000,291419.00000000,True,False
C01001,6,cycle,100000001660397100→100000006866783100→100000007639767100→100000004400305100→100000008686313100→100000008603629100→100000001660397100,10000.00000000,224235.00000000,True,False
C01002,6,cycle,100000001660397100→100000006866783100→100000008304139100→100000001857829100→100000003880331100→100000008603629100→100000001660397100,23567.00000000,826867.00000000,True,False
C01003,6,cycle,100000001660397100→100000006866783100→100000008304139100→100000005782781100→100000004847758100→100000008603629100→100000001660397100,23567.00000000,180584.00000000,True,False
C01004,6,cycle,100000001660397100→100000006866783100→100000008304139100→100000008477350100→100000003968044100→100000008603629100→100000001660397100,23567.00000000,272867.00000000,True,False
C01005,6,cycle,100000001660397100→100000006866783100→100000008304139100→100000008477350100→100000005910114100→100000008603629100→100000001660397100,23567.00000000,510458.00000000,True,False
C01006,6,cycle,100000001660397100→100000006866783100→100000008304139100→100000008477350100→100000007639767100→100000008603629100→100000001660397100,16305.00000000,251422.00000000,True,False
C01007,6,cycle,100000001660397100→100000006866783100→100000008304139100→100000008477350100→100000008086440100→100000008603629100→100000001660397100,23567.00000000,400500.00000000,True,False
C01008,6,cycle,100000001660397100→100000006866783100→100000008443341100→100000008477350100→100000003968044100→100000008603629100→100000001660397100,17000.00000000,230800.00000000,True,True
C01009,6,cycle,100000001660397100→100000006866783100→100000008443341100→100000008477350100→100000005910114100→100000008603629100→100000001660397100,17000.00000000,468391.00000000,True,False
C01010,6,cycle,100000001660397100→100000006866783100→100000008443341100→100000008477350100→100000007639767100→100000008603629100→100000001660397100,16305.00000000,209355.00000000,True,True
C01011,6,cycle,100000001660397100→100000006866783100→100000008443341100→100000008477350100→100000008086440100→100000008603629100→100000001660397100,17000.00000000,358433.00000000,True,False
C01012,6,cycle,100000001660397100→100000006866783100→100000008686313100→100000008477350100→100000003968044100→100000008603629100→100000001660397100,24000.00000000,440281.00000000,True,True
C01013,6,cycle,100000001660397100→100000006866783100→100000008686313100→100000008477350100→100000005910114100→100000008603629100→100000001660397100,24000.00000000,677872.00000000,True,False
C01014,6,cycle,100000001660397100→100000006866783100→100000008686313100→100000008477350100→100000007639767100→100000008603629100→100000001660397100,16305.00000000,418836.00000000,True,False
C01015,6,cycle,100000001660397100→100000006866783100→100000008686313100→100000008477350100→100000008086440100→100000008603629100→100000001660397100,24000.00000000,567914.00000000,True,False
C01016,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000002957787100→100000008632060100→100000006866783100→100000001660397100,6000.00000000,95421.55000000,True,False
C01017,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000002957787100→100000008632060100→100000008603629100→100000001660397100,6000.00000000,135421.55000000,False,False
C01018,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000004400305100→100000002723538100→100000008603629100→100000001660397100,13000.00000000,191621.55000000,False,False
C01019,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000004400305100→100000003213473100→100000006866783100→100000001660397100,10000.00000000,149121.55000000,True,False
C01020,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000004400305100→100000004390333100→100000006866783100→100000001660397100,13000.00000000,160428.55000000,True,False
C01021,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000004400305100→100000004390333100→100000008603629100→100000001660397100,13000.00000000,170428.55000000,False,False
C01022,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000004400305100→100000004847758100→100000008603629100→100000001660397100,13000.00000000,180688.55000000,False,False
C01023,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000004400305100→100000005048668100→100000008603629100→100000001660397100,10168.00000000,166789.55000000,False,False
C01024,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000004400305100→100000005910114100→100000006866783100→100000001660397100,13000.00000000,416501.55000000,True,False
C01025,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000004400305100→100000005910114100→100000008603629100→100000001660397100,13000.00000000,417413.55000000,False,False
C01026,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000004400305100→100000008304139100→100000006866783100→100000001660397100,13000.00000000,271722.55000000,True,False
C01027,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000004400305100→100000008304139100→100000008603629100→100000001660397100,13000.00000000,296722.55000000,False,False
C01028,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000004400305100→100000008587459100→100000006866783100→100000001660397100,13000.00000000,309628.55000000,True,False
C01029,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000004400305100→100000008686313100→100000006866783100→100000001660397100,13000.00000000,212138.55000000,True,False
C01030,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000004400305100→100000008686313100→100000008603629100→100000001660397100,13000.00000000,229538.55000000,False,False
C01031,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000006866783100→100000002306369100→100000008603629100→100000001660397100,13000.00000000,250887.55000000,True,False
C01032,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000006866783100→100000004351795100→100000008603629100→100000001660397100,13000.00000000,300225.55000000,True,False
C01033,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000006866783100→100000004390333100→100000008603629100→100000001660397100,13000.00000000,262572.55000000,True,False
C01034,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000006866783100→100000004847758100→100000008603629100→100000001660397100,13000.00000000,217596.55000000,True,False
C01035,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000006866783100→100000007639767100→100000008603629100→100000001660397100,13000.00000000,278089.55000000,True,False
C01036,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000006866783100→100000008304139100→100000008603629100→100000001660397100,13000.00000000,339388.55000000,True,False
C01037,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000006866783100→100000008686313100→100000008603629100→100000001660397100,13000.00000000,437502.55000000,True,False
C01038,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000008346837100→100000004351795100→100000008603629100→100000001660397100,13000.00000000,238391.55000000,False,False
C01039,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000008346837100→100000005048668100→100000008603629100→100000001660397100,6500.00000000,203380.55000000,False,False
C01040,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000008346837100→100000005910114100→100000006866783100→100000001660397100,13000.00000000,455601.55000000,True,False
C01041,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000008346837100→100000005910114100→100000008603629100→100000001660397100,13000.00000000,456513.55000000,False,False
C01042,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000008477350100→100000003968044100→100000008603629100→100000001660397100,13000.00000000,232821.55000000,False,False
C01043,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000008477350100→100000005910114100→100000006866783100→100000001660397100,13000.00000000,469500.55000000,True,False
C01044,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000008477350100→100000005910114100→100000008603629100→100000001660397100,13000.00000000,470412.55000000,False,False
C01045,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000008477350100→100000007639767100→100000006866783100→100000001660397100,10000.00000000,113126.55000000,True,False
C01046,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000008477350100→100000007639767100→100000008603629100→100000001660397100,13000.00000000,211376.55000000,False,False
C01047,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000008477350100→100000008086440100→100000008603629100→100000001660397100,13000.00000000,360454.55000000,False,False
C01048,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000008603629100→100000007639767100→100000006866783100→100000001660397100,10000.00000000,118669.55000000,True,False
C01049,6,cycle,100000001660397100→100000008413748100→100000004070318100→100000008603629100→100000008686313100→100000006866783100→100000001660397100,13000.00000000,208740.55000000,True,False
C01050,6,cycle,100000001660397100→100000008413748100→100000008304139100→100000001857829100→100000003880331100→100000008603629100→100000001660397100,13000.00000000,818391.75000000,False,False
C01051,6,cycle,100000001660397100→100000008413748100→100000008304139100→100000005782781100→100000004847758100→100000008603629100→100000001660397100,13000.00000000,172108.75000000,False,False
